,Unnamed: 0,Model,accuracy,confusion,f1,precision,recall,train_size
25,25,MLP BoW,0.8658517952635602,"[[262.8   4.2  18.2   6.4   3.4]
 [  5.2 260.8   4.2   4.6   4. ]
 [ 22.2   5.6 130.8  20.8   4.2]
 [ 10.    7.6  41.2 293.4   2. ]
 [  5.4   4.4   1.    1.  185.6]]",0.8584938811160757,0.8569627311621408,0.8621305581308653,1040
26,26,MLP BoW,0.8652482269503547,"[[260.6   5.2  20.4   7.4   3. ]
 [  6.2 254.4   4.2   5.    4.2]
 [ 17.    3.8 125.   21.2   4.4]
 [  8.4   6.8  40.  276.8   1.6]
 [  5.6   4.    0.8   1.8 181.2]]",0.8575241055485284,0.8560285137898989,0.8619643286384141,1080
27,27,MLP BoW,0.8649308380797397,"[[250.    5.4  18.4   5.6   3.2]
 [  5.2 243.8   3.    4.4   3.4]
 [ 19.    4.6 124.2  21.6   4.6]
 [  9.4   6.6  39.2 269.2   1.6]
 [  5.    4.2   0.6   1.  175.8]]",0.8582942216964422,0.8568436544322757,0.8617711157401882,1120
28,28,MLP BoW,0.8662741799831792,"[[2.448e+02 5.200e+00 1.860e+01 6.200e+00 2.600e+00]
 [5.200e+00 2.376e+02 3.200e+00 3.600e+00 3.800e+00]
 [1.840e+01 4.600e+00 1.190e+02 2.040e+01 4.800e+00]
 [8.600e+00 5.600e+00 3.660e+01 2.586e+02 1.600e+00]
 [4.800e+00 3.800e+00 2.000e-01 1.200e+00 1.700e+02]]",0.859024739277093,0.8578371767208004,0.8637885044430427,1160
29,29,MLP BoW,0.8691035683202785,"[[237.8   4.2  15.8   6.    3. ]
 [  5.  228.8   3.6   3.4   3.6]
 [ 16.    4.2 113.8  18.6   4. ]
 [  8.8   6.6  35.6 252.8   0.8]
 [  5.    4.2   0.8   1.2 165.4]]",0.8613559324857321,0.8601883181675994,0.8657281054643216,1200
30,30,MLP BoW,0.865644724977457,"[[229.8   6.   16.6   6.6   3.2]
 [  5.6 222.8   3.6   2.6   3.8]
 [ 15.2   3.8 109.8  22.4   4.4]
 [  7.8   3.6  32.2 238.8   1. ]
 [  4.4   3.6   0.8   1.8 158.8]]",0.8577402731537094,0.8568677482256648,0.8603461931691674,1240
31,31,MLP BoW,0.8673526660430309,"[[220.8   5.   16.4   7.2   2.6]
 [  5.4 215.8   3.8   2.6   4. ]
 [ 13.6   2.6 102.6  17.4   3.4]
 [  8.2   5.   33.4 234.6   1.6]
 [  4.4   3.6   0.4   1.2 153.4]]",0.8588622747581562,0.8567401257587338,0.8631290797858595,1280
32,32,MLP BoW,0.8691933916423713,"[[2.106e+02 4.200e+00 1.520e+01 5.800e+00 2.800e+00]
 [4.600e+00 2.090e+02 4.000e+00 2.600e+00 3.800e+00]
 [1.520e+01 3.800e+00 1.014e+02 1.720e+01 3.600e+00]
 [7.800e+00 4.000e+00 3.000e+01 2.260e+02 1.000e+00]
 [3.800e+00 3.600e+00 2.000e-01 1.400e+00 1.474e+02]]",0.8609276393728011,0.85977806906523,0.8644330460176416,1320
33,33,MLP BoW,0.8715874620829119,"[[202.8   4.4  15.    6.2   2.4]
 [  4.8 201.    4.4   3.6   3.4]
 [ 11.8   2.4  96.6  13.8   2.6]
 [  7.4   4.   30.4 218.8   1.2]
 [  4.4   3.2   0.4   1.2 142.8]]",0.8634357111952244,0.8615162331881793,0.8682013258635319,1360
34,34,MLP BoW,0.872286617492097,"[[194.    5.4  15.8   7.    3. ]
 [  3.2 192.4   2.2   2.    3.2]
 [ 11.    2.2  95.2  13.6   2.8]
 [  7.8   4.   28.2 210.    0.8]
 [  4.2   2.6   0.6   1.6 136.2]]",0.8649416160107675,0.862746930181903,0.8696298356657577,1400
35,35,MLP BoW,0.8730473047304731,"[[188.2   5.6  16.    6.4   2.8]
 [  2.6 185.8   3.    2.    3. ]
 [  9.6   1.6  88.6  14.2   2.6]
 [  6.6   4.2  26.6 199.8   0.6]
 [  3.6   2.4   0.6   1.4 131.2]]",0.8646780571997684,0.8625445445724216,0.870317089287626,1440
36,36,MLP BoW,0.8738780207134639,"[[176.    4.   13.4   5.2   2. ]
 [  2.8 178.4   2.6   1.8   2.8]
 [ 11.    2.   86.6  13.8   2.8]
 [  6.8   3.8  26.2 192.6   0.8]
 [  3.8   2.4   0.2   1.4 125.8]]",0.8659117471748871,0.8642516969628813,0.8696120788921657,1480
37,37,MLP BoW,0.8740651387213508,"[[167.2   3.2  12.2   4.6   2. ]
 [  2.8 170.    3.    2.4   2.8]
 [ 12.4   2.4  85.4  15.    2.8]
 [  5.8   2.6  22.  182.2   0.6]
 [  3.8   2.8   0.4   0.8 119.8]]",0.8665169004274317,0.866222879537043,0.8679508689755524,1520
38,38,MLP BoW,0.8712294043092523,"[[158.2   4.   12.    5.    1.8]
 [  3.4 161.4   2.8   1.6   2.6]
 [ 10.6   1.8  78.6  13.4   2.4]
 [  5.    3.4  24.6 174.2   0.4]
 [  3.4   2.6   0.2   0.6 115. ]]",0.8632131735313365,0.8621636667839118,0.8667295471230998,1560
39,39,MLP BoW,0.8734312416555408,"[[151.2   2.6  12.    5.2   1.8]
 [  2.8 155.8   3.    1.8   2.4]
 [  8.4   2.2  73.   10.8   2.6]
 [  5.    3.   25.  166.8   0.6]
 [  3.4   2.    0.    0.2 107.4]]",0.8646377020496365,0.8625283566653883,0.8699467050236956,1600
40,40,MLP BoW,0.8733427362482369,"[[143.2   3.   10.8   4.    1.6]
 [  2.6 146.8   2.4   2.4   1.8]
 [ 10.2   1.8  73.2  13.6   3. ]
 [  4.    2.6  21.2 155.2   0.6]
 [  2.4   1.4   0.    0.4 100.8]]",0.8661205671363215,0.864748794048379,0.8696309274450036,1640
41,41,MLP BoW,0.8750373692077729,"[[137.6   3.   10.8   4.2   2.2]
 [  2.6 137.    1.6   1.8   2. ]
 [  7.8   2.   67.2  10.4   2.8]
 [  4.    2.2  21.6 150.    0.4]
 [  2.8   0.8   0.    0.6  93.6]]",0.8675953023345306,0.8651267074753213,0.8738291369459871,1680
42,42,MLP BoW,0.8769475357710652,"[[128.6   3.   10.2   4.    1.6]
 [  2.2 127.8   1.8   2.    1.6]
 [  6.4   1.4  61.2   8.4   2.2]
 [  3.6   3.   22.2 144.8   0.6]
 [  2.2   1.    0.    0.   89.2]]",0.8687978148635137,0.8655724990220609,0.8762507029839051,1720
43,43,MLP BoW,0.8774193548387096,"[[116.8   3.    8.8   3.8   1.6]
 [  2.  120.    1.6   1.8   1.4]
 [  8.    1.8  62.    9.2   2.4]
 [  3.4   2.6  18.2 134.    0.2]
 [  1.8   0.6   0.    0.   84. ]]",0.8716661568723229,0.8693579252973551,0.8758135364174949,1760
44,44,MLP BoW,0.877959927140255,"[[112.2   2.    8.6   4.    1.4]
 [  2.2 114.2   1.    2.    1.8]
 [  6.8   2.   57.4  10.4   2. ]
 [  2.    1.4  15.6 122.4   0.4]
 [  2.2   1.    0.    0.2  75.8]]",0.8711365279494464,0.8698544868487925,0.8737193115208021,1800
45,45,MLP BoW,0.8809430255402749,"[[102.6   2.    7.4   2.4   1.6]
 [  2.4 106.4   1.2   1.4   1.2]
 [  5.4   1.   49.4   7.4   2. ]
 [  3.    2.6  16.6 118.8   0.6]
 [  1.6   0.8   0.    0.   71.2]]",0.8718556953651545,0.8680622366139923,0.8782676640591944,1840
46,46,MLP BoW,0.8831556503198292,"[[ 93.8   1.6   6.6   2.8   1.4]
 [  1.8 100.8   1.    1.6   1.4]
 [  5.6   0.8  45.6   7.2   2. ]
 [  2.4   1.8  14.4 107.2   0.4]
 [  1.    0.8   0.2   0.   66.8]]",0.8739658851445358,0.8712314264500508,0.879423608148333,1880
47,47,MLP BoW,0.8825174825174826,"[[84.6  1.2  6.2  2.6  1.2]
 [ 2.  91.   0.6  1.   1.2]
 [ 5.   1.2 42.   7.4  1.8]
 [ 2.2  1.4 13.4 97.6  0.2]
 [ 1.2  0.6  0.   0.  63.4]]",0.8734263932268428,0.8708513223089922,0.8796830308715716,1920
48,48,MLP BoW,0.8796915167095116,"[[77.6  0.8  4.8  3.   1. ]
 [ 1.4 82.4  0.8  1.   0.8]
 [ 4.8  1.2 38.2  7.4  1.6]
 [ 1.8  1.4 12.6 87.6  0.4]
 [ 1.4  0.6  0.   0.  56.4]]",0.871295797038315,0.8696231473250219,0.8746235938583193,1960
49,49,MLP BoW,0.8836676217765043,"[[70.4  1.   5.6  2.4  0.6]
 [ 1.4 73.4  0.4  0.8  0.8]
 [ 4.4  0.8 35.   7.   1.6]
 [ 1.6  1.2  9.6 79.2  0. ]
 [ 0.6  0.8  0.   0.  50.4]]",0.8760226891530525,0.8743670409714339,0.8787182944362069,2000
50,50,MLP BoW,0.884789644012945,"[[61.6  0.8  4.8  3.   0.4]
 [ 1.2 65.8  0.2  0.6  0.6]
 [ 3.6  1.  32.2  6.6  1.2]
 [ 1.8  0.6  8.  69.2  0.2]
 [ 0.4  0.6  0.   0.  44.6]]",0.878538554105576,0.8780868310018379,0.8822262999076514,2040
51,51,MLP BoW,0.8862453531598513,"[[55.2  0.6  3.4  2.8  0.6]
 [ 1.2 58.6  0.6  0.6  0.4]
 [ 2.4  0.4 26.6  4.6  0.8]
 [ 1.4  1.4  8.  61.   0.4]
 [ 0.4  0.6  0.   0.  37. ]]",0.8797152262160861,0.8773043621773595,0.8841615613697927,2080
52,52,MLP BoW,0.8864628820960698,"[[47.   0.6  2.8  2.   0.2]
 [ 0.8 49.8  0.4  0.6  0.2]
 [ 2.4  0.4 22.8  4.2  0.6]
 [ 1.2  0.8  7.4 50.   0.4]
 [ 0.4  0.6  0.   0.  33.4]]",0.8785149384258579,0.8775380083757416,0.8826005264338059,2120
0,0,MLP TFIDF,0.38536162841056737,"[[ 98.2   5.8   7.2   3.    6.6]
 [ 23.8 138.4   8.2   4.6   8. ]
 [ 57.2  14.2  41.2  22.   13.4]
 [349.  332.  288.4 536.  253. ]
 [ 10.8   2.8   6.    3.2  76. ]]",0.2893507249122471,0.34775348190892874,0.5382239418408038,40
1,1,MLP TFIDF,0.4831203173204054,"[[2.314e+02 2.100e+01 4.680e+01 1.500e+01 4.140e+01]
 [2.100e+01 2.132e+02 1.520e+01 9.600e+00 1.320e+01]
 [2.000e+00 2.000e-01 1.160e+01 1.400e+00 4.000e-01]
 [2.514e+02 2.452e+02 2.504e+02 5.244e+02 1.806e+02]
 [2.340e+01 5.400e+00 2.140e+01 7.800e+00 1.156e+02]]",0.3949746130131471,0.4368129051354124,0.7313349696432219,80
2,2,MLP TFIDF,0.5856437864513235,"[[250.2  13.   31.2   8.6  22. ]
 [ 83.6 343.8  46.4  18.2  55.6]
 [ 15.4   3.   49.2   8.6   3.6]
 [160.6 112.6 205.  511.6 112.6]
 [ 13.2   2.4   5.8   2.2 150.6]]",0.5297076110068096,0.5442710467395069,0.7489608920584765,120
3,3,MLP TFIDF,0.6604842393787118,"[[329.   21.6  51.4  17.8  28. ]
 [ 53.2 360.2  43.6  13.8  37.4]
 [ 27.2   7.2  77.   14.6   7.6]
 [ 92.8  72.6 152.2 489.2  74.8]
 [ 11.2   4.2   7.8   4.2 190.4]]",0.6143647737241358,0.6245222216603162,0.7569411044319729,160
4,4,MLP TFIDF,0.7058166589111214,"[[368.6  21.8  53.   14.2  26.8]
 [ 41.6 361.   37.4  15.8  26.2]
 [ 20.4   6.   85.   15.    7.8]
 [ 66.   62.6 143.  479.8  49.4]
 [  8.2   5.8   7.4   3.8 222.4]]",0.6668587192107825,0.6727801679623685,0.7726570209773032,200
5,5,MLP TFIDF,0.7485064011379801,"[[383.8  22.6  49.4  17.2  19.2]
 [ 32.8 367.8  32.2  14.6  22.2]
 [ 20.    5.8 113.4  15.8   8.8]
 [ 49.   46.2 116.2 466.4  28.8]
 [  9.8   7.2   7.4   5.2 247.2]]",0.7220821577492111,0.7221154817127896,0.7880862876550208,240
6,6,MLP TFIDF,0.7773803769937168,"[[389.4  21.2  43.4  15.4  15.6]
 [ 24.2 370.   26.8  13.8  15.8]
 [ 24.6   6.4 130.   17.8   8. ]
 [ 38.4  35.4 103.  455.2  16.4]
 [ 10.4   8.4   9.8   5.8 263.8]]",0.7562373359631482,0.755910708337378,0.7974696560457992,280
7,7,MLP TFIDF,0.7931986200098571,"[[382.8  23.   36.8  14.4  12.4]
 [ 18.6 362.8  19.6  12.6  12.4]
 [ 31.    8.  150.8  19.2  10.8]
 [ 33.2  30.2  89.  449.2  14.2]
 [ 11.6   8.   10.    4.6 263.8]]",0.7779325856462966,0.7757564161187691,0.8035640157902234,320
8,8,MLP TFIDF,0.8059326294620413,"[[384.8  24.6  40.   14.4  12.6]
 [ 20.2 365.4  19.6  16.   13.2]
 [ 29.2   8.2 158.8  23.4  10.2]
 [ 21.6  17.   73.4 432.2   8. ]
 [ 10.2   7.6   9.6   7.  261.8]]",0.7920651381297615,0.7906925915040224,0.8086522829667906,360
9,9,MLP TFIDF,0.8137506413545408,"[[380.4  25.6  37.2  12.8  12.2]
 [ 13.2 352.   14.8  10.8   8.8]
 [ 31.4  10.2 165.2  28.2   8.2]
 [ 21.   18.2  69.6 426.4   5.8]
 [ 10.8   9.6   7.6   7.  262. ]]",0.8019576973901451,0.8011325857233572,0.8134676142429249,400
10,10,MLP TFIDF,0.8154007333682557,"[[367.8  21.6  33.4  11.8   9.6]
 [ 13.4 350.4  13.    9.4   7.4]
 [ 36.   11.6 168.2  31.6  10.6]
 [ 19.   15.6  66.  413.    7.4]
 [ 10.4   9.    8.8   6.8 257.2]]",0.8046488505810145,0.8045986314568265,0.8152298620748631,440
11,11,MLP TFIDF,0.8204387372926698,"[[359.6  19.   32.    9.    8.2]
 [ 11.8 343.4   9.4   9.2   7.2]
 [ 37.8  12.  171.4  31.8  10.6]
 [ 20.   16.   62.4 405.2   5.8]
 [  9.6   9.    7.4   7.4 253.8]]",0.8110252359929317,0.8107826021666227,0.8180386368116794,480
12,12,MLP TFIDF,0.8266812465828322,"[[353.6  18.8  25.2   8.8   6.6]
 [ 10.8 333.4   8.    6.8   5.6]
 [ 36.   11.2 175.   33.6   8.6]
 [ 20.4  18.6  60.2 399.2   7. ]
 [  9.6   8.6   6.2   6.4 250.8]]",0.8192919799521391,0.8187803151423075,0.8253789657648998,520
13,13,MLP TFIDF,0.8348798211291225,"[[352.8  15.6  28.   10.2   7.2]
 [ 10.6 333.2   8.4   6.4   5.4]
 [ 32.4   9.2 170.6  30.    9.6]
 [ 17.   16.8  56.4 392.2   5.8]
 [  8.6   6.6   5.    6.2 244.8]]",0.8269029920894315,0.8252749859798945,0.8320056544793744,560
14,14,MLP TFIDF,0.8399085191538023,"[[343.   13.8  27.    8.8   6. ]
 [  9.8 330.4   7.4   7.4   6. ]
 [ 32.2   9.8 169.8  30.8   9. ]
 [ 15.2  13.6  52.6 383.    4.4]
 [  9.6   6.6   4.6   5.4 242.8]]",0.8319923817538041,0.8312079679355928,0.8347089745912367,600
15,15,MLP TFIDF,0.8411936805149209,"[[338.2  14.2  25.2   9.8   5.4]
 [ 10.4 323.6   9.4   8.8   6.2]
 [ 31.2   7.8 167.2  31.6   8.4]
 [ 12.2  13.4  49.  369.2   4.6]
 [  8.8   6.    3.8   5.2 239.4]]",0.8335270890646769,0.8331122604725729,0.8376746463250878,640
16,16,MLP TFIDF,0.8418214499700418,"[[329.6  12.6  25.    9.4   6.2]
 [  9.2 315.6   6.    7.4   4.6]
 [ 30.    7.4 157.   26.6   6.6]
 [ 13.6  15.8  55.8 367.2   5. ]
 [  8.6   5.2   4.    5.  235.6]]",0.83358120421803,0.8319352817950756,0.8382648923263051,680
17,17,MLP TFIDF,0.8489871086556169,"[[324.8  13.   23.6   9.4   4.4]
 [  8.2 310.4   7.4   8.    6.2]
 [ 27.6   6.4 158.4  27.4   6.4]
 [ 12.   12.   49.6 358.    3.6]
 [  8.    5.4   3.4   4.  231.4]]",0.8412034132835655,0.8400748017518499,0.8446844386554809,720
18,18,MLP TFIDF,0.8497168030207678,"[[313.2   9.4  21.2   8.4   5.4]
 [  8.6 304.6   6.    7.    5. ]
 [ 26.8   6.4 157.8  30.    5.6]
 [ 12.8  14.4  48.8 348.    3.4]
 [  8.4   5.8   2.4   3.  226.6]]",0.8430448465264316,0.841947397535743,0.8464153138720544,760
19,19,MLP TFIDF,0.8503550677856682,"[[308.4  11.   23.6   9.2   5.4]
 [  7.2 296.4   6.2   6.6   5.8]
 [ 23.    6.2 148.8  23.8   6.2]
 [ 12.4  13.8  49.4 343.8   3.8]
 [  8.6   5.2   1.8   2.6 219.8]]",0.8424984600730665,0.8398845962193183,0.848065978994077,800
20,20,MLP TFIDF,0.8584493041749504,"[[303.   10.   21.6   7.8   4.6]
 [  6.  290.2   5.2   6.2   4.8]
 [ 21.2   6.  153.   27.    5. ]
 [ 11.4  12.4  41.2 331.6   2.8]
 [  9.2   5.4   2.8   3.  217.6]]",0.8515982752033195,0.8506567155327854,0.8539333233592293,840
21,21,MLP TFIDF,0.8575901974132062,"[[292.2   8.   21.    8.    5. ]
 [  7.8 289.6   4.8   6.8   5.6]
 [ 23.    6.2 152.4  30.8   5. ]
 [ 10.    8.6  37.6 316.2   2.6]
 [  8.6   4.6   2.    3.2 209.4]]",0.8513035188177998,0.8510167419872401,0.8523540151025832,880
22,22,MLP TFIDF,0.8564030790762771,"[[286.8   8.6  23.    8.4   6.8]
 [  7.6 280.8   4.    6.4   5.8]
 [ 20.6   4.2 143.8  24.2   3.8]
 [ 11.2  11.   40.  311.8   3.6]
 [  6.8   4.4   1.8   3.  200.6]]",0.8498162231800425,0.8476258896422392,0.8544571736593675,920
23,23,MLP TFIDF,0.8584593232541398,"[[280.    8.8  19.8   9.    5.4]
 [  6.6 272.8   4.2   7.    6.4]
 [ 22.    5.  144.4  27.4   5. ]
 [  9.6   8.8  36.2 299.6   2.8]
 [  5.2   4.2   1.2   2.  195.6]]",0.8526436526157173,0.8516065326041365,0.8555466815926979,960
24,24,MLP TFIDF,0.8610822831727205,"[[273.4   7.6  20.8   7.4   5. ]
 [  6.6 267.6   3.8   6.6   5.6]
 [ 17.8   3.8 136.6  23.    3.8]
 [ 10.4   8.4  38.  294.    2.4]
 [  7.2   4.6   2.    2.6 190. ]]",0.8540939692411976,0.8525510712801114,0.8575419028763109,1000
25,25,MLP TFIDF,0.8557677616501145,"[[261.4   6.2  18.2   6.6   5. ]
 [  7.  258.    3.4   7.    5.2]
 [ 23.4   4.6 137.2  28.8   4.8]
 [  7.6   9.8  35.  281.8   2.4]
 [  6.2   4.    1.6   2.  181.8]]",0.8502041565919006,0.8500171148221464,0.8521395697778399,1040
26,26,MLP TFIDF,0.8557919621749409,"[[254.    7.   18.4   7.2   5.4]
 [  7.4 249.8   3.    5.8   4.8]
 [ 21.    3.4 131.6  25.    3.2]
 [  8.8   9.8  36.2 271.8   2.2]
 [  6.6   4.2   1.2   2.4 178.8]]",0.8503386737924444,0.8496333170260064,0.8536872730347141,1080
27,27,MLP TFIDF,0.8574450772986169,"[[248.2   6.8  18.6   6.2   4.2]
 [  6.4 242.6   3.6   5.2   5. ]
 [ 18.6   4.  125.2  24.6   3.4]
 [  9.6   7.4  37.  263.6   1.8]
 [  5.8   3.8   1.    2.2 174.2]]",0.85128834731633,0.8504649550991136,0.8552112182605317,1120
