,Model,Unnamed: 0,Unnamed: 0.1,accuracy,confusion,execution_time,f1,precision,recall,test_time,train_size
103,SVM Hybrid,103,,0.7786303630363036,"[[4.090e+02 7.400e+00 2.800e+00 2.360e+01 3.920e+01 4.120e+01 8.000e-01]
 [1.200e+00 3.176e+02 4.800e+00 2.100e+01 2.200e+01 7.800e+00 3.000e+00]
 [8.000e-01 3.600e+00 3.116e+02 2.800e+00 1.600e+01 1.400e+00 3.800e+00]
 [3.200e+00 8.600e+00 3.400e+00 1.272e+02 2.580e+01 2.300e+01 2.200e+00]
 [1.240e+01 3.520e+01 2.520e+01 3.840e+01 1.946e+02 3.720e+01 6.000e+00]
 [8.200e+00 8.800e+00 5.600e+00 3.460e+01 3.700e+01 2.962e+02 2.000e+00]
 [2.000e-01 4.000e+00 2.200e+00 1.200e+00 7.200e+00 1.800e+00 2.312e+02]]",0.4128958225250245,0.7700770229732875,0.7678434778465159,0.7780341392598034,0.34687304496765137,1040
104,SVM BoW,104,,0.7651845637583893,"[[4.100e+02 1.200e+01 6.400e+00 3.480e+01 6.360e+01 4.900e+01 1.200e+00]
 [1.200e+00 3.078e+02 4.600e+00 1.980e+01 2.320e+01 5.400e+00 2.800e+00]
 [0.000e+00 4.800e+00 3.010e+02 2.600e+00 1.580e+01 8.000e-01 3.200e+00]
 [2.600e+00 9.600e+00 3.600e+00 1.160e+02 1.980e+01 1.900e+01 1.600e+00]
 [6.400e+00 3.240e+01 2.520e+01 3.740e+01 1.688e+02 3.600e+01 5.200e+00]
 [7.200e+00 8.000e+00 5.800e+00 3.120e+01 3.760e+01 2.894e+02 1.200e+00]
 [2.000e-01 3.800e+00 2.800e+00 2.000e+00 7.600e+00 2.400e+00 2.312e+02]]",0.03370757102966308,0.7546523790622525,0.7528267717590416,0.7679420234157984,0.019947052001953125,1080
105,SVM TFIDF,105,,0.7598154362416107,"[[386.    5.2   2.2  19.4  41.2  40.    0.4]
 [  3.2 311.8   5.4  21.6  24.4   9.    2.4]
 [  0.6   5.  303.6   2.6  12.8   3.6   4.2]
 [  6.2   8.4   4.  122.   21.8  25.6   1. ]
 [ 13.2  31.2  23.8  38.6 171.8  35.8   4.2]
 [ 17.4  12.4   7.6  36.4  52.8 283.8   1.8]
 [  1.    4.4   2.8   3.2  11.6   4.2 232.4]]",0.02632913589477539,0.7509321319640904,0.750910164872552,0.7561031413656291,0.02014636993408203,1080
106,SVM W2V,106,,0.4947147651006711,"[[357.   28.   12.4  18.2  34.2  31.4  14. ]
 [ 15.  196.2  34.   49.6  65.2  42.2  33.4]
 [ 12.4  51.4 225.   36.8  57.2  50.2  39.2]
 [  3.   11.4   3.8  27.4  20.    8.4   9.4]
 [  5.6  17.   13.4  27.8  43.   21.6  20.4]
 [ 28.6  50.   44.   64.2  92.2 227.8  27. ]
 [  6.   24.4  16.8  19.8  24.6  20.4 103. ]]",0.35644717216491706,0.4400729547486025,0.460709122911025,0.4544415604748741,0.08815913200378417,1080
107,SVM Hybrid,107,,0.7827181208053691,"[[402.4   8.    2.8  22.6  38.2  38.6   0.8]
 [  1.2 310.4   4.6  20.   21.8   6.    2.8]
 [  0.8   3.8 306.2   2.   15.8   1.2   3.4]
 [  2.8   8.8   4.  126.6  24.4  20.4   1.6]
 [ 13.4  34.6  24.   38.4 192.   36.2   6.2]
 [  7.    8.8   5.4  33.   36.6 297.6   0.8]
 [  0.    4.    2.4   1.2   7.6   2.  230.8]]",0.4292523860931397,0.7743679121032797,0.7721496102951454,0.782296103032167,0.3414870262145996,1080
108,SVM BoW,108,,0.7676621160409556,"[[4.024e+02 1.180e+01 6.200e+00 3.400e+01 6.080e+01 4.920e+01 1.400e+00]
 [1.000e+00 3.058e+02 4.000e+00 1.840e+01 2.160e+01 5.200e+00 2.800e+00]
 [2.000e-01 3.000e+00 2.960e+02 1.800e+00 1.560e+01 1.400e+00 3.200e+00]
 [2.800e+00 9.000e+00 4.200e+00 1.178e+02 2.140e+01 1.980e+01 1.600e+00]
 [7.200e+00 2.940e+01 2.260e+01 3.720e+01 1.668e+02 3.520e+01 4.200e+00]
 [6.400e+00 8.600e+00 6.200e+00 3.000e+01 3.680e+01 2.828e+02 1.800e+00]
 [4.000e-01 3.600e+00 2.800e+00 1.400e+00 8.200e+00 2.200e+00 2.278e+02]]",0.03450751304626465,0.7577540362681972,0.7561068568939218,0.7700335855642495,0.01936001777648926,1120
109,SVM TFIDF,109,,0.764419795221843,"[[381.6   4.4   2.4  19.8  41.8  40.6   0.4]
 [  3.2 308.2   4.2  19.4  22.4   9.4   2.8]
 [  0.4   4.  299.4   2.4  13.8   3.2   3.4]
 [  7.2   7.8   3.2 124.2  25.8  25.    0.8]
 [ 14.2  29.4  23.4  36.  169.4  34.6   3.8]
 [ 13.2  12.4   6.4  35.6  46.6 279.    1.6]
 [  0.6   5.    3.    3.2  11.4   4.  230. ]]",0.02793064117431641,0.7557320013894959,0.7562874669176833,0.7596862853955171,0.01954751014709473,1120
110,SVM W2V,110,,0.4943686006825938,"[[353.4  27.   12.2  19.2  35.8  31.8  14.4]
 [ 14.6 193.2  32.8  50.2  63.2  42.6  33. ]
 [ 12.6  50.4 220.8  36.2  57.8  51.6  39.8]
 [  2.6  11.    4.   26.8  18.2   6.6   8.4]
 [  5.8  16.   13.   26.2  40.6  21.6  18.8]
 [ 26.4  49.   42.8  63.6  90.6 222.2  26.6]
 [  5.   24.6  16.4  18.4  25.   19.4 101.8]]",0.3668252944946289,0.4389606456477718,0.4605204110457196,0.4544622303917175,0.08636894226074217,1120
111,SVM Hybrid,111,,0.7855802047781569,"[[396.6   7.2   2.8  21.   37.2  37.6   0.8]
 [  1.  306.    3.8  19.8  22.4   7.    3.2]
 [  0.8   3.4 301.2   2.2  15.    1.4   3.6]
 [  2.6   9.4   4.2 126.2  23.8  18.2   1.2]
 [ 13.   32.   23.2  37.8 190.6  36.2   5.2]
 [  6.4   8.6   4.2  32.2  34.8 292.8   0.8]
 [  0.    4.6   2.6   1.4   7.4   2.6 228. ]]",0.4491990566253662,0.7771832398899831,0.775378890256299,0.7848828073422452,0.3370987415313721,1120
112,SVM BoW,112,,0.7649305555555556,"[[3.936e+02 1.120e+01 5.400e+00 3.260e+01 6.120e+01 4.620e+01 1.200e+00]
 [1.000e+00 3.006e+02 4.000e+00 2.000e+01 2.240e+01 4.600e+00 2.200e+00]
 [4.000e-01 3.600e+00 2.900e+02 2.200e+00 1.520e+01 1.200e+00 3.200e+00]
 [4.400e+00 8.400e+00 4.800e+00 1.122e+02 2.240e+01 1.980e+01 1.200e+00]
 [5.600e+00 2.900e+01 2.280e+01 3.520e+01 1.584e+02 3.340e+01 4.400e+00]
 [6.800e+00 9.200e+00 6.400e+00 3.120e+01 3.640e+01 2.822e+02 1.600e+00]
 [2.000e-01 4.000e+00 3.000e+00 2.000e+00 9.600e+00 2.000e+00 2.254e+02]]",0.03630266189575195,0.7533030160203833,0.7528439763038153,0.7641368251347475,0.019149017333984376,1160
113,SVM TFIDF,113,,0.7618055555555555,"[[376.4   4.8   1.6  19.4  39.2  39.4   0.4]
 [  3.4 300.8   4.4  19.6  24.2   8.4   2.6]
 [  0.8   5.6 294.6   3.   13.4   3.6   3.2]
 [  7.4   8.6   3.4 120.2  24.   27.2   1. ]
 [ 14.2  29.2  22.2  34.8 162.6  31.6   4.2]
 [  9.2  12.6   7.2  35.2  50.2 274.8   2. ]
 [  0.6   4.4   3.    3.2  12.    4.4 225.8]]",0.02852320671081543,0.7520242529411549,0.7530881596618302,0.7552418347267398,0.01954793930053711,1160
114,SVM W2V,114,,0.4940104166666667,"[[347.4  26.6  11.2  19.   34.6  30.4  14. ]
 [ 13.8 189.   33.2  47.4  61.6  39.4  33. ]
 [ 11.4  48.8 216.   38.4  57.2  50.8  38.6]
 [  2.   12.4   4.4  26.   17.8   6.8   9.4]
 [  6.4  16.4  11.4  24.2  39.8  21.6  18.6]
 [ 26.2  48.6  43.8  63.2  90.  220.2  25.8]
 [  4.8  24.2  16.4  17.2  24.6  20.2  99.8]]",0.3887607097625733,0.4384934917154407,0.4599167440720423,0.4530850318438189,0.08438334465026856,1160
115,SVM Hybrid,115,,0.7855034722222222,"[[389.2   7.    2.4  20.6  34.6  34.4   1. ]
 [  1.  300.6   4.   20.2  21.8   6.6   2.6]
 [  0.6   3.4 296.8   2.4  15.8   1.4   3.4]
 [  3.2  10.    4.  125.2  24.8  21.    1.2]
 [ 11.4  31.6  22.8  35.2 186.2  36.6   4.8]
 [  6.6   9.    3.8  30.6  34.4 287.    1.4]
 [  0.    4.4   2.6   1.2   8.    2.4 224.8]]",0.461965274810791,0.7768788098371693,0.775612312464245,0.7826554357972092,0.3327160358428955,1160
116,SVM BoW,116,,0.7688162544169612,"[[386.6   9.8   5.   32.6  57.   45.6   1.2]
 [  0.6 296.4   4.2  19.2  22.    6.    2.6]
 [  0.4   4.2 286.2   2.6  17.8   1.2   3.4]
 [  4.2   9.    4.8 114.8  21.8  20.6   1.4]
 [  6.2  27.8  21.   33.  158.2  31.8   4. ]
 [  5.8   8.4   5.4  29.   34.8 277.4   1. ]
 [  0.    3.    3.    1.6   8.8   1.6 221. ]]",0.039099597930908205,0.7580333711277237,0.7577491813292461,0.767782252807715,0.018750095367431642,1200
117,SVM TFIDF,117,,0.7646643109540637,"[[3.674e+02 4.600e+00 1.600e+00 1.940e+01 3.680e+01 3.900e+01 4.000e-01]
 [2.400e+00 2.968e+02 4.800e+00 1.940e+01 2.360e+01 8.200e+00 2.800e+00]
 [8.000e-01 5.400e+00 2.894e+02 3.600e+00 1.600e+01 3.400e+00 3.600e+00]
 [6.400e+00 8.400e+00 3.200e+00 1.202e+02 2.260e+01 2.540e+01 1.000e+00]
 [1.460e+01 2.720e+01 2.100e+01 3.440e+01 1.634e+02 3.340e+01 2.800e+00]
 [1.200e+01 1.180e+01 6.600e+00 3.260e+01 4.760e+01 2.716e+02 1.600e+00]
 [2.000e-01 4.400e+00 3.000e+00 3.200e+00 1.040e+01 3.200e+00 2.224e+02]]",0.030518388748168944,0.7559766420229549,0.7568212583176521,0.7595990384286091,0.01975274085998535,1200
118,SVM W2V,118,,0.493904593639576,"[[341.8  28.4  11.   18.8  34.8  29.4  14.4]
 [ 14.  183.   30.6  47.6  59.4  40.4  33.4]
 [ 12.   51.8 215.8  37.8  57.6  51.2  37.4]
 [  1.8  11.6   4.   25.4  18.4   7.   10.6]
 [  4.8  15.2  11.   24.4  38.6  21.   17.2]
 [ 25.   46.   42.   61.2  86.8 215.4  23.4]
 [  4.4  22.6  15.2  17.6  24.8  19.8  98.2]]",0.40113277435302735,0.4378486263776093,0.46039300139148104,0.4518940788810168,0.08436894416809082,1200
119,SVM Hybrid,119,,0.7866607773851589,"[[382.    7.4   2.6  20.2  34.   32.6   1. ]
 [  1.  294.    3.8  21.2  21.8   6.6   2.6]
 [  0.6   3.4 292.8   2.   16.8   1.    3.8]
 [  3.4  10.4   3.8 124.   24.8  21.4   1.4]
 [ 11.   31.   20.8  34.8 183.2  36.2   3.6]
 [  5.8   8.6   3.6  29.6  32.4 284.2   1.4]
 [  0.    3.8   2.2   1.    7.4   2.2 220.8]]",0.4741322040557862,0.7781554002925958,0.7772030354927582,0.7834547224067984,0.3227372169494629,1200
120,SVM BoW,120,,0.7690647482014389,"[[3.782e+02 9.200e+00 5.000e+00 3.260e+01 5.480e+01 4.640e+01 1.200e+00]
 [1.000e+00 2.908e+02 4.400e+00 1.960e+01 2.100e+01 5.600e+00 2.400e+00]
 [2.000e-01 4.600e+00 2.810e+02 2.000e+00 1.680e+01 1.200e+00 2.800e+00]
 [4.400e+00 8.000e+00 4.400e+00 1.124e+02 2.060e+01 2.140e+01 1.800e+00]
 [6.600e+00 2.620e+01 2.100e+01 3.140e+01 1.592e+02 2.940e+01 4.200e+00]
 [6.000e+00 9.600e+00 5.800e+00 2.940e+01 3.600e+01 2.718e+02 4.000e-01]
 [0.000e+00 3.000e+00 2.600e+00 1.600e+00 7.400e+00 1.600e+00 2.170e+02]]",0.03790149688720703,0.759055708769065,0.7585093053142397,0.7692379025918604,0.018550348281860352,1240
121,SVM TFIDF,121,,0.7651978417266186,"[[3.636e+02 4.400e+00 2.000e+00 1.860e+01 3.580e+01 3.920e+01 6.000e-01]
 [2.200e+00 2.906e+02 5.000e+00 2.140e+01 2.460e+01 8.400e+00 2.600e+00]
 [4.000e-01 5.200e+00 2.834e+02 2.000e+00 1.500e+01 3.200e+00 2.800e+00]
 [7.400e+00 7.200e+00 2.600e+00 1.168e+02 2.080e+01 2.480e+01 1.200e+00]
 [1.420e+01 2.740e+01 2.180e+01 3.280e+01 1.630e+02 3.220e+01 3.000e+00]
 [8.400e+00 1.300e+01 6.800e+00 3.420e+01 4.760e+01 2.658e+02 1.000e+00]
 [2.000e-01 3.600e+00 2.600e+00 3.200e+00 9.000e+00 3.800e+00 2.186e+02]]",0.030123567581176763,0.7567342500190326,0.7573779850510498,0.7610018867219013,0.019144773483276367,1240
122,SVM W2V,122,,0.4933453237410072,"[[336.6  28.2  11.   18.8  35.   30.8  14. ]
 [ 12.4 180.4  30.2  48.2  58.2  40.8  33.4]
 [ 12.   50.8 212.4  38.2  57.2  52.4  37.2]
 [  2.6  10.8   4.2  23.4  18.2   6.    9. ]
 [  4.6  15.   11.4  22.6  37.   19.   15.8]
 [ 23.8  44.2  41.2  60.2  85.2 210.6  23.6]
 [  4.4  22.   13.8  17.6  25.   17.8  96.8]]",0.4107132911682129,0.4362936656062068,0.4598493380982927,0.4511683432090844,0.08216891288757325,1240
123,SVM Hybrid,123,,0.7849820143884891,"[[373.6   7.2   2.4  19.6  34.2  33.2   1.2]
 [  1.  289.6   4.   21.6  20.6   6.2   2.4]
 [  0.4   3.6 286.4   1.6  16.2   1.4   3. ]
 [  3.4   8.6   4.2 120.6  24.2  20.6   1.2]
 [ 11.8  29.4  21.2  34.  180.2  34.8   5. ]
 [  6.2   9.2   4.2  30.8  33.4 279.4   1. ]
 [  0.    3.8   1.8   0.8   7.    1.8 216. ]]",0.5066453456878662,0.7768699845732762,0.7754914484689237,0.7830308524028775,0.3173516273498535,1240
124,SVM BoW,124,,0.7677655677655677,"[[3.716e+02 1.000e+01 5.000e+00 3.120e+01 5.440e+01 4.440e+01 1.200e+00]
 [6.000e-01 2.836e+02 4.000e+00 1.960e+01 2.080e+01 5.200e+00 3.000e+00]
 [4.000e-01 4.600e+00 2.778e+02 3.000e+00 1.740e+01 2.400e+00 3.000e+00]
 [4.000e+00 7.400e+00 3.800e+00 1.086e+02 2.080e+01 2.080e+01 1.600e+00]
 [5.800e+00 2.640e+01 2.020e+01 3.140e+01 1.562e+02 3.080e+01 3.600e+00]
 [5.200e+00 9.400e+00 4.800e+00 3.060e+01 3.220e+01 2.674e+02 6.000e-01]
 [2.000e-01 3.400e+00 3.000e+00 1.600e+00 8.400e+00 1.000e+00 2.116e+02]]",0.041687583923339835,0.7569201022517421,0.7569933351271769,0.7671424943179276,0.018351221084594728,1280
125,SVM TFIDF,125,,0.7661172161172161,"[[355.2   4.8   1.6  17.8  35.4  38.2   0.4]
 [  2.4 286.4   4.4  20.4  22.2   8.    3. ]
 [  0.6   4.4 280.2   3.2  14.6   3.6   3. ]
 [  6.2   7.4   2.6 114.2  20.4  24.8   1. ]
 [ 14.2  26.4  21.   33.4 162.6  33.    3. ]
 [  8.8  11.    6.   34.4  45.8 261.    0.6]
 [  0.4   4.4   2.8   2.6   9.2   3.4 213.6]]",0.03134479522705078,0.757628598255189,0.7585400083073933,0.7616284705103039,0.01852726936340332,1280
126,SVM W2V,126,,0.4967032967032967,"[[331.   27.8  10.6  19.4  35.   30.4  14. ]
 [ 12.8 179.   27.4  48.6  56.4  39.   33. ]
 [ 11.6  48.2 211.6  37.2  56.6  51.8  36.4]
 [  2.4  10.    4.   23.6  17.8   6.    8.4]
 [  4.2  13.4  10.4  22.8  35.6  18.8  14.4]
 [ 21.4  42.4  39.8  57.6  83.2 208.2  22.6]
 [  4.4  24.   14.8  16.8  25.6  17.8  95.8]]",0.44083318710327146,0.438784080828518,0.4636691607830358,0.4537596496455813,0.08037309646606446,1280
127,SVM Hybrid,127,,0.7867216117216117,"[[3.682e+02 6.800e+00 2.400e+00 1.920e+01 3.140e+01 3.280e+01 1.400e+00]
 [8.000e-01 2.834e+02 3.800e+00 2.140e+01 2.060e+01 5.800e+00 2.400e+00]
 [2.000e-01 3.600e+00 2.832e+02 1.800e+00 1.560e+01 1.800e+00 3.000e+00]
 [3.200e+00 9.000e+00 3.600e+00 1.182e+02 2.360e+01 2.140e+01 1.200e+00]
 [1.080e+01 2.880e+01 1.960e+01 3.420e+01 1.794e+02 3.360e+01 4.800e+00]
 [4.400e+00 9.200e+00 4.000e+00 3.040e+01 3.260e+01 2.744e+02 4.000e-01]
 [2.000e-01 4.000e+00 2.000e+00 8.000e-01 7.000e+00 2.200e+00 2.114e+02]]",0.5182178974151611,0.7781762704989459,0.7773842157434665,0.7838409641549136,0.31555705070495604,1280
128,SVM BoW,128,,0.7686567164179106,"[[363.   10.2   4.6  30.   53.8  42.6   1.2]
 [  0.6 279.8   4.   19.8  20.4   4.4   3.2]
 [  0.6   5.  271.6   2.6  16.2   2.4   3.2]
 [  3.8   7.8   4.  107.8  21.4  20.6   1.4]
 [  6.4  24.2  18.4  30.2 152.4  28.8   3.6]
 [  5.6   9.6   5.4  29.2  34.  265.2   0.4]
 [  0.    3.4   2.8   1.4   7.    1.8 208.2]]",0.042497682571411136,0.7580530402708588,0.7579913115710241,0.7677494421164829,0.017552947998046874,1320
129,SVM TFIDF,129,,0.7654850746268657,"[[349.4   4.4   1.6  17.8  33.   36.2   0.6]
 [  2.8 282.2   4.8  20.6  21.8   7.4   2.8]
 [  0.6   5.  274.4   3.2  16.8   4.6   3.4]
 [  5.6   7.2   3.  112.6  20.8  25.8   1.4]
 [ 12.4  26.   18.4  31.  157.2  32.    2.8]
 [  8.6  11.8   5.6  33.2  46.6 256.    0.8]
 [  0.6   3.4   3.    2.6   9.    3.8 209.4]]",0.032519197463989256,0.7564735428109207,0.7577748440641293,0.7597545811035414,0.01836328506469726,1320
130,SVM W2V,130,,0.4967350746268656,"[[326.   27.6  10.4  19.   34.4  30.2  14. ]
 [ 12.4 176.   26.   47.2  54.8  38.4  31. ]
 [ 11.6  48.6 206.8  37.6  55.8  51.6  37.4]
 [  2.4  10.8   3.6  24.6  19.4   7.8   9.4]
 [  3.8  12.2  11.2  21.   34.2  17.4  13.8]
 [ 19.8  41.4  39.4  55.2  82.6 204.   22.2]
 [  4.   23.4  13.4  16.4  24.   16.4  93.4]]",0.4918952465057373,0.439378502115556,0.4638599902905374,0.4532341704305208,0.08456363677978515,1320
131,SVM Hybrid,131,,0.7878731343283581,"[[360.8   7.2   2.6  18.2  31.8  29.8   1. ]
 [  0.8 279.6   3.8  20.2  19.6   5.    2.8]
 [  0.4   3.2 275.4   2.   16.2   1.8   3.2]
 [  3.2   8.8   3.4 117.6  24.   22.2   1.6]
 [ 10.6  27.8  18.2  33.2 175.   32.2   4.6]
 [  4.2   9.4   5.4  28.8  31.8 272.8   0. ]
 [  0.    4.    2.    1.    6.8   2.  208. ]]",0.5553152084350585,0.7793321949766826,0.7785744488962891,0.7843401888222059,0.3181553840637207,1320
132,SVM BoW,132,,0.7715779467680608,"[[3.558e+02 8.800e+00 4.200e+00 2.940e+01 5.220e+01 3.920e+01 1.200e+00]
 [6.000e-01 2.776e+02 3.800e+00 1.940e+01 2.020e+01 5.000e+00 3.200e+00]
 [4.000e-01 3.600e+00 2.650e+02 3.000e+00 1.580e+01 2.200e+00 2.800e+00]
 [3.800e+00 7.000e+00 3.800e+00 1.074e+02 2.100e+01 2.020e+01 1.600e+00]
 [6.400e+00 2.420e+01 2.100e+01 3.080e+01 1.536e+02 2.820e+01 4.200e+00]
 [5.800e+00 9.600e+00 4.600e+00 2.580e+01 3.040e+01 2.622e+02 1.400e+00]
 [2.000e-01 3.200e+00 2.800e+00 1.400e+00 7.200e+00 1.000e+00 2.018e+02]]",0.04388241767883301,0.7614205179305574,0.7607066492012101,0.7711291857446139,0.017553138732910156,1360
133,SVM TFIDF,133,,0.7683460076045627,"[[338.2   4.2   1.2  17.2  32.4  31.8   0.4]
 [  2.8 278.    4.6  19.   22.2   8.    3. ]
 [  0.6   4.2 269.4   2.6  14.2   3.4   3.2]
 [  6.8   7.6   3.2 112.6  19.6  23.6   1.4]
 [ 13.6  24.6  19.6  32.4 158.6  31.8   3. ]
 [ 10.4  11.6   4.4  31.6  45.2 255.8   1.2]
 [  0.6   3.8   2.8   1.8   8.2   3.6 204. ]]",0.03331079483032227,0.7606336288070638,0.7609911154077595,0.7640054660727156,0.018351364135742187,1360
134,SVM W2V,134,,0.4977186311787071,"[[321.4  27.6  10.4  19.2  34.8  30.   14. ]
 [ 11.8 171.6  27.2  46.4  53.2  36.6  28.4]
 [ 11.   49.  202.2  37.2  56.   51.6  35.6]
 [  2.6   9.6   3.8  23.4  18.8   6.2   9. ]
 [  3.8  12.8  10.   19.6  33.8  17.2  13.2]
 [ 18.2  39.2  38.   54.8  80.  202.2  23.4]
 [  4.2  24.2  13.6  16.6  23.8  14.2  92.6]]",0.47513003349304206,0.4394653848000472,0.4648835859271633,0.4542480951024986,0.07898874282836914,1360
135,SVM Hybrid,135,,0.7873574144486691,"[[3.534e+02 7.000e+00 2.000e+00 1.840e+01 3.140e+01 2.840e+01 1.200e+00]
 [8.000e-01 2.748e+02 4.000e+00 1.880e+01 2.000e+01 5.000e+00 3.000e+00]
 [2.000e-01 2.800e+00 2.702e+02 2.200e+00 1.500e+01 2.000e+00 3.400e+00]
 [3.600e+00 9.000e+00 3.000e+00 1.150e+02 2.380e+01 2.180e+01 1.800e+00]
 [1.080e+01 2.720e+01 1.840e+01 3.340e+01 1.730e+02 3.120e+01 4.000e+00]
 [4.200e+00 9.200e+00 5.600e+00 2.840e+01 3.120e+01 2.676e+02 2.000e-01]
 [0.000e+00 4.000e+00 2.000e+00 1.000e+00 6.000e+00 2.000e+00 2.026e+02]]",0.567682409286499,0.7789586802552141,0.7780536787147032,0.7841585884362505,0.3093728542327881,1360
136,SVM BoW,136,,0.7688953488372092,"[[346.4   9.    3.6  29.   51.2  40.    1. ]
 [  0.4 270.4   3.6  19.4  21.6   5.6   3.4]
 [  0.4   4.6 261.4   3.   16.2   2.2   2.8]
 [  3.2   8.    4.4 103.6  20.6  18.    1.4]
 [  7.   23.8  17.4  28.  147.6  27.    4.2]
 [  6.2   8.8   4.   29.4  31.4 258.8   1. ]
 [  0.    3.2   3.    1.4   6.6   2.  198.8]]",0.04647555351257325,0.7582421276305333,0.7584633101937464,0.7675452284207065,0.017353534698486328,1400
137,SVM TFIDF,137,,0.7682170542635658,"[[330.6   4.    1.   17.4  31.4  31.2   0.4]
 [  2.6 274.    4.6  19.6  22.    8.2   3. ]
 [  0.8   4.4 264.2   3.   15.    3.6   3.2]
 [  6.8   6.6   3.6 107.8  19.6  22.4   1.4]
 [ 13.   24.2  16.   31.  154.   30.4   2.8]
 [  9.   10.8   5.   32.8  43.  254.4   1.2]
 [  0.8   3.8   3.    2.2  10.2   3.4 200.6]]",0.03390913009643555,0.7591244909529243,0.7605274064300481,0.7621371920643537,0.01835255622863769,1400
138,SVM W2V,138,,0.4952519379844961,"[[313.4  26.8   9.6  18.8  34.   30.2  14.2]
 [ 12.  169.   27.   45.   53.   38.   28.2]
 [ 10.8  49.  197.6  38.2  55.2  51.2  35. ]
 [  2.4   9.6   3.2  23.6  18.6   7.    9.4]
 [  3.2  12.4  10.4  19.   33.8  17.6  14. ]
 [ 17.6  38.   36.2  52.2  77.  195.   22. ]
 [  4.2  23.   13.4  17.   23.6  14.6  89.8]]",0.4731413364410401,0.4382248232754747,0.4633981665553741,0.4527756002145578,0.07599067687988281,1400
139,SVM Hybrid,139,,0.7866279069767441,"[[343.6   6.4   1.6  18.8  30.   27.6   1. ]
 [  0.8 270.2   3.8  18.2  21.4   4.8   3. ]
 [  0.4   2.6 265.    2.   15.2   1.8   3. ]
 [  3.    8.4   3.4 112.8  23.2  22.    1.6]
 [ 11.   26.4  16.8  32.8 167.   29.4   4.2]
 [  4.8  10.    5.   28.   31.6 265.8   0.6]
 [  0.    3.8   1.8   1.2   6.8   2.2 199.2]]",0.56987624168396,0.7781018937968476,0.7776430807715654,0.7827408681790201,0.2940141677856445,1400
140,SVM BoW,140,,0.7687747035573123,"[[338.8   8.8   3.6  27.4  48.8  39.6   1. ]
 [  0.4 268.2   3.8  18.8  21.2   6.    3.2]
 [  0.4   4.  255.    3.   16.2   2.    2.8]
 [  2.8   7.4   3.8 103.2  20.8  19.    1.6]
 [  8.4  22.   17.6  28.4 145.2  27.6   4.4]
 [  5.4   8.2   4.6  26.8  31.  249.8   0.8]
 [  0.    3.    3.    1.6   6.6   2.2 195.8]]",0.04548377990722656,0.7584999768318147,0.7587887056956066,0.7673588044593421,0.016556215286254884,1440
141,SVM TFIDF,141,,0.7675889328063241,"[[325.    3.4   1.   16.6  31.4  30.8   0.4]
 [  2.2 268.8   4.4  18.4  22.8   7.8   3. ]
 [  1.2   4.4 258.6   2.6  15.4   2.8   3.2]
 [  6.    6.6   4.2 106.6  21.   22.6   1.4]
 [ 12.8  24.2  15.4  31.6 149.6  30.4   3. ]
 [  8.2  10.6   4.8  31.6  40.6 247.8   1.4]
 [  0.8   3.6   3.    1.8   9.    4.  197.2]]",0.034308004379272464,0.7584937949818291,0.7599788589395737,0.7609281000978501,0.01695494651794434,1440
142,SVM W2V,142,,0.4959486166007906,"[[307.   26.4   9.4  17.8  34.   29.   13.6]
 [ 11.6 166.6  26.8  45.6  51.6  36.6  27.8]
 [ 11.2  47.8 193.6  36.8  55.   51.4  33.8]
 [  2.4   9.6   3.6  24.2  18.2   7.    9. ]
 [  2.8  11.8   9.4  17.8  31.6  17.2  12.2]
 [ 17.2  37.2  36.   50.8  75.8 190.4  22.8]
 [  4.   22.2  12.6  16.2  23.6  14.6  90.4]]",0.4845048904418946,0.4393464687957636,0.46481858303220297,0.454703271692911,0.07440066337585449,1440
143,SVM Hybrid,143,,0.7880434782608695,"[[3.376e+02 5.800e+00 1.600e+00 1.820e+01 2.840e+01 2.660e+01 1.000e+00]
 [1.000e+00 2.686e+02 3.800e+00 1.840e+01 2.040e+01 5.000e+00 2.600e+00]
 [2.000e-01 2.600e+00 2.592e+02 2.200e+00 1.480e+01 1.600e+00 2.800e+00]
 [3.000e+00 7.000e+00 3.200e+00 1.118e+02 2.380e+01 2.180e+01 1.600e+00]
 [9.800e+00 2.500e+01 1.640e+01 3.100e+01 1.620e+02 2.960e+01 4.400e+00]
 [4.400e+00 9.000e+00 5.000e+00 2.660e+01 3.340e+01 2.592e+02 6.000e-01]
 [2.000e-01 3.600e+00 2.200e+00 1.000e+00 7.000e+00 2.400e+00 1.966e+02]]",0.5872239589691162,0.7792151547169173,0.7791062185190639,0.7831875144154274,0.28862848281860354,1440
144,SVM BoW,144,,0.7723790322580646,"[[331.8   7.6   4.   25.8  46.   36.6   0.8]
 [  0.6 265.4   3.4  17.8  19.8   5.6   3.2]
 [  0.4   4.  248.    2.4  14.6   2.    2.8]
 [  2.6   6.8   3.6 103.2  20.4  18.8   1.4]
 [  8.2  22.   17.6  28.2 144.8  25.6   4.6]
 [  5.2   7.6   4.   27.   32.  248.6   1.4]
 [  0.    3.6   3.    1.8   6.8   2.  190.6]]",0.04629883766174316,0.7622850613481134,0.7624250839222164,0.7707000402489055,0.016749048233032228,1480
